title,medium,composition_date,composition_date_value,image,copies,bad_id,info,info_filename,virtual,virtual_objects,preview,preview_copies
"Descriptions of ""L'Allegro"" and ""Il Penseroso"" Designs",ms,c. 1816-20,1816.B,bb69.1.1.ms.100.jpg,bb69.1,bb69,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his Notebook (Butlin 201; see Related Works, below). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and six water colors illustrating ""On the Morning of Christ's Nativity"" in 1809 (Butlin 538). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542), to which he added the twelve illustrations to ""L'Allegro"" and ""Il Penseroso"" c. 1816-20 (Butlin 543) presented here. Although we can be confident that Butts was the first owner of these illustrations and very probably commissioned them, there are no extant records of such a commission. The dating of the water colors is based on the presence of an ""1816"" watermark in six of the designs and on stylistic features, particularly the high degree of finish with fine brush strokes, indicative of Blake's later style.</p><p>Each design is accompanied by a separate sheet of paper on which Blake wrote in pen and ink a brief title, now considered the verso of each sheet because glued to a backing sheet. The rectos of the inscribed sheets bear pen and ink quotations, in Blake's hand, of the lines illustrated, to which Blake added his own comments on the motifs pictured. These quotations and comments are of course important in understanding Blake's pictorial responses to ""L'Allegro"" and ""Il Penseroso."" The rectos of these inscribed sheets are presented here, each following the water color to which it refers. Because of the backing sheets, the verso inscriptions can only be read with the aid of a strong backing light, but they cannot be photographed. Thus, they are included here in the Editors' Notes, but they are not reproduced.</p><p>As is typical of his work as an illustrator of the works of other poets, Blake paid close attention to the text, but this disciplined approach did not preclude the inclusion of his own interpretations. In itself the selection of passages to illustrate indicates Blake's emphasis on imaginative states of consciousness, including dreams and visions.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite> (c. 1804-10; see Related Works, below).</p>",allegropenseroso.info.xml,0,,0,
"Sketches for Robert Blair's ""The Grave""",penc,1805,1805,gravepd.jpg,,gravepd,"<p>In October 1805, Blake was commissioned by the engraver and would-be publisher Robert H. Cromek to prepare forty drawings illustrating Robert Blair's <i>The Grave</i>, a popular ""Graveyard"" school poem first published in 1743. Cromek planned to select twenty of these designs for a de luxe edition of the poem. In Cromek's first prospectus of November 1805, Blake is named as both the designer and engraver of fifteen designs. Blake etched one image, ""Deaths Door,"" in white-line, but Cromek rejected it. The dark power of the white-line print appeals to modern tastes, but was far from fashionable in the early nineteenth century.  In a second prospectus, also of November 1805, Cromek announced that Louis Schiavonetti would engrave twelve designs for the new edition. Blake had lost the potentially lucrative commission to engrave his own designs; his relationship with Cromek descended into anger and argument.  In spite of their disagreement, Cromek included a portrait of Blake as a frontispiece to the volume, published in 1808. Cromek promoted the book aggressively and the illustrations to <i>The Grave</i> became Blake's best known work through much of the nineteenth century.</p><p>Blake's first drafts of illustrations for <i>The Grave</i> include a number of pencil sketches.  Most are rough first thoughts on paper; some were developed into finished water colors and engraved by Schiavonetti, but other designs were not further developed.  We present here a selection of these pencil sketches.  Selections of Blake's monochrome wash drawings and preliminary water colors for <i>The Grave</i> are also available in the Archive under their respective genre headings.</p><p>For further information on Blake's illustrations to <i>The Grave</i>, see Drawings and Paintings, Water Color Drawings, <a href=""&#xA;/work/butwba10"">Illustrations to Robert Blair's <i>The Grave</i></a>; and Commercial Book Illustrations, Designed by Blake and Engraved by Other Engravers, <a href=""&#xA;/work/bb435"">Robert Blair, <i>The Grave</i></a>.</p>",gravepd.info.xml,1,"but614r.1,but614v.1,but619.1,but621r.1,but623.1,but624r.1,but624v.1,but625.1,but629.1",0,
"Illustrations to Milton's ""Paradise Lost"", The Thomas Set",wc,1807,1807,but529.1.1.wc.100.jpg,but529.1,but529,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years.  As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707).  Several early drawings, such as the <i>Satan, Sin, and Death</i> of c. 1780 (Butlin 101), were probably inspired by Milton.  In 1790-92, Blake loosely sketched several illustrations to <i>Paradise Lost</i> in his Notebook (Butlin 201; see Related Works, below).  He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned the eight designs for <i>Comus</i> (Butlin 527).  In 1807, Blake produced the set of <i>Paradise Lost</i> designs presented here (Butlin 529, sometimes called the ""small"" set).  These were also acquired, and probably commissioned, by Thomas.  The date of composition is established by the ""1807"" date inscribed on five of the designs.  Blake executed another series of twelve <i>Paradise Lost</i> designs, with a larger format, in 1808 for his chief patron Thomas Butts (Butlin 536).  In this later group, eleven of the designs are variants of those in the Thomas set, but the fourth design of 1807, ""Satan Spying on Adam and Eve and Raphael's Descent into Paradise,"" is replaced with a different subject, ""Adam and Eve Asleep.""  Blake began a third series of <i>Paradise Lost</i> designs for John Linnell in 1822 (Butlin 537), but apparently completed only the three water colors now extant.</p><p>Here, as usual in his work as an illustrator of other poets' works, Blake paid close attention to the text, but this disciplined approach did not preclude his own interpretations.  For example, Blake's choice of subjects places greater emphasis on Christ's role in Milton's epic than most series of eighteenth- and nineteenth-century illustrations of <i>Paradise Lost</i>. </p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <i>Milton a Poem</i>.</p>",but529.info.xml,0,,0,
The Pickering Manuscript,ms,c. 1807,1807,bb126.1.1.ms.100.jpg,bb126.1,bb126,"<p>An intriguing glimpse of the Pickering Manuscript poems surfaces on 16 August 1803, the month before Blake's return to London after three years in Felpham, Sussex. The increasingly miserable artist-in-residence for William Hayley writes his London friend and patron Thomas Butts a letter that attempts to give some ""Picture of my Present state I pray God to keep you &amp; all men from it &amp; to deliver me in his own good time."" Blake's verbal self-portrait culminates in three stanzas that open with an exclamatory couplet: ""O why was I born with a different face / Why was I not born like the rest of my race"" (Erdman pages 733-34). </p> <p>He varied that couplet only slightly in the separate poem ""<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.08"">Mary</a>,"" which may have been composed around the same time. At some point he copied ""Mary"" neatly into a 22-page manuscript with nine other poems, seven known from no other source. Not earlier than 1802, probably after the abandonment of the quarto <i>Ballads</i> project in 1805 (see Blake's letter to William Hayley, 22 January 1805, Erdman pages 762-63), Blake reutilized paper that had been used in Hayley's <i>Designs to a Series of Ballads</i>, 1802 (to which Blake had contributed engraved illustrations), trimmed off Hayley's printed texts (and with them the 1802 watermark), and on the spacious inside margins wrote out the ten poems that constitute the Pickering Manuscript&mdash;named after B. M. Pickering (1836-1878), one of its several nineteenth century owners.</p> <p>The poems may have been composed from about 1800 through perhaps 1804 (see Bentley, <i>Blake Books</i> pages 341-42). In the final manuscript version, the clarity and formality of the hand, the neatness and uniformity of the arrangement, the scarcity of changes, and even the number of poems tantalizingly suggest a specific occasion for the collection. But there are no designs, no title page, and no concrete evidence to indicate whether Blake intended some form of publication or, perhaps, as David Erdman suggests, made the collection for a friend or patron (Erdman page 859n). If so, that friend or patron never received it. It remained with Blake's wife Catherine after his death in 1827. The poems were not published until 1866&mdash;the year Pickering bought the manuscript&mdash;in <i>Songs of Innocence and Experience, with Other Poems</i>, edited by R. H. Shepherd.</p> <p>In attempts to capture the character of the collection in a title, it has also been called the Ballads Manuscript (Bentley) and the Auguries Manuscript (Johnson and Grant). Its sometimes ballad-like poems range in length from sixteen lines in four stanzas reminiscent of the <i>Songs of Innocence and of Experience</i> (""<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.01"">The Smile</a>"") to one undivided sequence of 132 aphoristic lines (""<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.13"">Auguries of Innocence</a>""), with the other poems at various lengths in between. All have, in one way or another, strong precedents in earlier work&mdash;characteristic subject matter, ideology, and attitude; ballad- and hymn-like structures built upon characteristic rhythms, rhymes, and repetitions; a striking penchant (and talent) for aphorism and invented proverb; and strong ironies in strange mixtures of story and saying, among other familiar traits. No one who has read the <i>Songs</i> and the Proverbs of Hell in <i>The Marriage of Heaven and Hell</i> will fail to recognize the poetic neighborhood of the Pickering Manuscript as Blake's.</p> <p>But he must have sensed that these were ten instances of particularly masterful&mdash;refined, powerful, compelling, inspired&mdash;poetry underwritten by an increasingly codified mythology. Thus one of the most elegant and memorable narratives of the Pickering group, ""The Mental Traveller,"" is the kind of poem that has helped give Blake the reputation of an artist who ""must Create a System, or be enslav'd by another Mans"" (as his hero Los says in <i>Jerusalem</i> Plate 10, Erdman page 153). Like some other poems in the group, ""The Mental Traveller"" comes across as a module that Blake could easily have slipped into his more extended mythopoeic ventures. It encapsulates with extraordinary concision a smooth, dark core of Blake's storytelling: ""She lives upon his shrieks &amp; cries / And She grows young as he grows old"" (<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.03"">Object 3</a>). Like most of the poems in this grouping, ""The Mental Traveller"" is sharp but enigmatic, as if it can simultaneously know precisely what it is about but remain baffling to readers who want to crack its code.</p> <p>Then again, the manuscript also beckons to readers (and poets, artists, and musicians, because these are among Blake's most influential lines) who want light with their darkness&mdash;who prefer their unsparing social insights balanced against hope and healing. This attractive, popular Blake is best represented here in the long aphoristic sequence ""Auguries of Innocence,"" where ""under every grief &amp; pine / Runs a joy with silken twine,"" ""Man was made for Joy &amp; Woe,"" and it is possible ""To see a World in a Grain of Sand / And a Heaven in a Wild Flower / Hold Infinity in the palm of your hand / And Eternity in an hour"" (<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.16"">Object 16</a>). Miraculous acts of imagination can be achieved even in a world where ""The Harlots cry from Street to Street / Shall weave Old Englands winding Sheet"" (<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.18"">Object 18</a>) and ""The Babe that weeps the Rod beneath / Writes Revenge in realms of death"" (<a href=""&#xA; /copy/bb126.1?descId=bb126.1.ms.16"">Object 16</a>).</p>",bb126.info.xml,0,,0,
"Illustrations to Milton's ""Paradise Lost"", The Butts Set",wc,1808,1808,but536.1.1.wc.100.jpg,but536.1,but536,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <i>Satan, Sin, and Death</i> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <i>Paradise Lost</i> in his Notebook (Butlin 201; see Related Works, below). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned the eight designs for <i>Comus</i> (Butlin 527). In 1807, Blake produced a set of twelve <i>Paradise Lost</i> designs for the same patron (Butlin 529, sometimes called the ""small"" set). Blake executed another series of twelve <i>Paradise Lost</i> designs, with a larger format, in 1808 for his chief patron Thomas Butts (Butlin 536). This later group, sometimes called the ""large set,"" is presented here. The date of composition is established by the ""1808"" date inscribed on ten of the designs. There is a slight possibility, however, that ""Satan, Sin, and Death: Satan Comes to the Gates of Hell"" was executed as an independent composition at a slightly earlier date (see Object 2, Editors' Notes).</p><p>In this Butts series of 1808, eleven of the designs are variants of those in the Thomas set; but the fourth design of 1807, ""Satan Spying on Adam and Eve and Raphael's Descent into Paradise,"" is replaced with a different subject, ""Adam and Eve Asleep,"" which comes fifth in the sequence. The Butts group is more highly finished and monumental than the Thomas set, with stronger interior modeling on the figures and more facial details, and the figures are larger in relation to the total pictorial space. Blake began a third series of <i>Paradise Lost</i> designs for John Linnell in 1822 (Butlin 537), but apparently completed only the three water colors now extant.</p><p>Here, as usual in his work as an illustrator of other poets' works, Blake paid close attention to the text, but this disciplined approach did not preclude his own interpretations. For example, Blake's choice of subjects places greater emphasis on Christ's role in Milton's epic than most series of eighteenth- and nineteenth-century illustrations of <i>Paradise Lost</i>.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <i>Milton a Poem</i> (c. 1804-10; see Related Items, below).</p>",but536.info.xml,0,,0,
Exhibition of Paintings in Fresco,te,1809,1809.A,,bb36.a,bb36,"<p>This flyer contains an advertisement for Blake's 1809 exhibition and a one-page text on ""The Invention of a portable Fresco,"" dated May 15, 1809 (in pen and ink in both recorded copies). The sheet was folded to make an envelope addressed to ""Ozias Humphry, Esq. / Sloan Street."" Blake had enclosed ""a ticket of admission"" to his exhibition and a short letter asserting that ""Florentine &amp; Venetian Art cannot exist together"" and the destruction of the latter ""will be shortly accomplish'd,"" claims he expounds upon in the exhibition's <i>Descriptive Catalogue</i>.</p><p>Of the nine tempera paintings and seven water colors exhibited, Blake's advertisement singles out his two largest works, <i>The Ancient Britons</i>, now lost, and ""The Canterbury Pilgrims from <i>Chaucer</i>,"" later titled <i>Sir Jeffery Chaucer and the Nine and Twenty Pilgrims on Their Journey to Canterbury</i> (Butlin 653). He also references ""Two Pictures, representing grand Apotheoses of Nelson and Pitt,"" later titled <i>The Spiritual Form of Nelson Guiding Leviathan</i> (Butlin 649) and <i>The Spiritual Form of Pitt Guiding Behemoth</i> (Butlin 651), respectively. These works, together with the ""variety of cabinet Pictures"" comprising the exhibition, are also described in greater detail in the <i>Descriptive Catalogue</i>.</p><p>Blake's short text on ""portable Fresco"" envisions the walls of any ""great Building,"" such as ""Westminster Hall,"" ornamented with frescos, Blake's term for water colors. These designs ""would be removable at pleasure."" Such portability would have allowed the large works of Raphael and Michelangelo to be transported to England. Blake claims to have recovered the lost art of ""Fresco Painting"" and applied it to works ""larger than Life."" Preferring the color-retaining quality of fresco to oil, which ""grows yellow, and at length brown,"" Blake laments his exclusion from the Royal Academy and the British Institution, both of which had refused to exhibit fresco designs. This rejection motivated his solo exhibition: ""it is therefore become necessary that I should exhibit to the Public, in an Exhibition of my own, my Designs, Painted in Water-colours.</p>",bb36.info.xml,0,,1,
A Descriptive Catalogue,te,1809,1809.B,bb32.d.1.typ.100.jpg,bb32.d,bb32,"<p>Printed by a job printer in a small run, perhaps fewer than one hundred copies, <i>A Descriptive Catalogue of Pictures, Poetical and Historical Inventions, Painted by William Blake, in Water Colours, Being the Ancient Method of Fresco Painting Restored: and [water color] Drawings, For Public Inspection, and for Sale by Private Contract</i> accompanied his self-organized one-man exhibition of 1809-10. It hung in the rooms above his brother's haberdashery shop in Soho&mdash;Blake's childhood home. The price of the catalogue included admission to the exhibition.</p><p>British artists spent much of the later eighteenth and early nineteenth centuries struggling to find viable commercial outlets. Lamenting that they lacked the infrastructure of patronage, exhibition, and refined understanding that supported Continental artists, they promoted the formation of new institutions, such as the Royal Academy and the British Institution, to add gravity and legitimacy to match commercial opportunity. Commercial gallery schemes such as Boydell's Shakspeare Gallery were popular if unsuccessful marketing experiments. Diverse individual and group exhibitions, both fixed and traveling, were attempted in locales from Green Park to the Royal Academy to the homes of individual artists, such as J. M. W. Turner, who devoted domestic space to the exhibition of their work. Descriptive catalogues and other printed documentation were a regular part of these innovations in art marketing.</p><p>Blake's catalogue describes sixteen pictures, nine in his version of ""portable fresco"" (gum- or glue-based tempera), seven in water color&mdash;several of those borrowed from his patron Thomas Butts. The exhibition was anchored by two of the temperas, <i>Sir Jeffery Chaucer and the Nine and Twenty Pilgrims on Their Journey to Canterbury</i>&mdash;described perceptively in considerable detail and afterwards engraved&mdash;and <i>The Ancient Britons</i>, by far the largest painting Blake ever executed. It and four others are now lost.</p><p>Henry Crabb Robinson later characterized Blake's catalogue as a ""veritable folio of fragmentary utterances on art and religion, without plan or arrangement"" (<i>Blake Records</i> page 450). Rhetorically, it is a high decibel, cacophonous, aggressive amalgam of painting by painting descriptions punctuated with strong statements of artistic principle colored by enthusiasm, resentment, blame, and defensiveness, sharpened by hints of conspiracy, technical description, and assorted other forays, often within a single entry. Blake makes his usual appeal ""to the Public""&mdash;the authentic, idealized public in which he consistently claims to have faith&mdash;as a refuge from the villains of commerce, politics, and bad art.</p><p>It is easy to see why Robert (brother of Leigh) Hunt, the only reviewer, charged Blake, ""an unfortunate lunatic,"" with having produced ""a farrago of nonsense, unintelligibleness, and egregious vanity, the wild effusions of a distempered brain"" (<i>The Examiner</i> 17 Sept. 1809, <i>Blake Records</i> page 283). But Charles Lamb, tolerant of eccentricity, was ""delighted"" with the catalogue, according to Crabb Robinson (<i>Blake Records</i> page 694). Of course, the crusade that Blake attempted to launch with his exhibition was in one sense mad&mdash;or at least hopelessly quixotic, yet another dismal failure to secure recognition, respect, and income. We have no attendance records, but what slender evidence there is suggests that the exhibition and catalogue attracted little other than sufficient public mockery and scorn to wound and infuriate Blake once again.</p><p>But, more broadly, the exhibition signaled a pivot from the battered hopes of an inventive youth and middle age&mdash;years when Blake was often able to claim some of Britain's best artists as supporters, despite a string of major disappointments&mdash;into his last two decades, ultimately brightened by the appearance of a new generation of artistically sympathetic young admirers and sponsors. The catalogue and the exhibition it registers are products of new, or renewed, artistic ideas and projects, bolstered by a determination to crusade openly for the reformation of British art&mdash;to eliminate its commercialism and return (as Blake imagined it) to older, purer, original forms of expression represented by Michelangelo and Raphael, who he thought united conception and execution in coherent lines lost by modern British oil portraitists such as Joshua Reynolds, whose elaborate effects of tone and color were mere pretty, superficial distractions from the impoverished, incoherent&mdash;in Blake's lexicon, blurred and blotted&mdash;visions beneath them. The 1809 exhibition and catalogue aim to call Reynolds's bluff, as it were, by showing modern artists and audiences how to shed the hypocrisies of blotting and blurring and return to the truth of vision expressed in media, such as ""the Ancient Method of Fresco Painting Restored,"" that could bear the weight of truth.</p>",bb32.info.xml,0,,0,
Blake's Chaucer: The Canterbury Pilgrims,te,1809,1809.C,,bb12.a,bb12,"<p>This single-page prospectus, dated May 15, 1809, is the first of two advertisements that Blake issued for his engraving, <i>Chaucers</i> <i>Canterbury Pilgrims</i>. In that same month, Blake mounted a one-man exhibition of nine paintings and seven watercolors in the rooms above his brother's haberdashery shop in Soho&mdash;Blake's childhood home&mdash;at 28 Broad Street, Golden Square. Included in these works was Blake's largest painting, <i>Sir Jeffery Chaucer and the Nine and Twenty Pilgrims on Their Journey to Canterbury</i>. This prospectus, printed by Watts &amp; Bridgewater, announces the forthcoming engraving based on this painting, which is promised to be ""3-feet 1-inch long, by 1-foot high"" and available ""One Year from September next,"" since ""No Work of Art, can take longer than a Year.” The price to subscribers was ""Four Guineas, Two to be paid at the time of Subscribing, the other Two, on delivery of the Print,"" with the price “considerably raised” for non-subscribers.</p><p>Blake begins the prospectus by associating his engraving style, the ""correct and finished Line manner,"" with Albrecht Dürer, Lucas van Leyden, and other masters of the Northern Renaissance. Since he is the painter of the work to be engraved, Blake insists that he will be ""better able than any other to keep his own Characters and Expressions,"" since ""no other Artist can reach the original Spirit so well as the Painter himself."" The engraving was completed in October 1810, about a month after its promised date.</p>",bb12.info.xml,0,,1,
"William Hayley, The Life of George Romney",comeng,1809,1809,bb469.1.1.com.100.jpg,bb469.1,bb469,"<p>Published in 1809, William Hayley's biography of his close friend, the artist George Romney, contains 12 plates bearing the inscription Œ‚Published April 14th."" Blake engraved only one of these plates, ""Sketch of a Shipwreck after Romney,"" usually placed facing page 84.</p><p>Blake first produced a drawing after Romney's now lost painting, <i>A Shipwreck at the Cape of Good Hope</i>, which depicts a horseman named Woltemad rescuing survivors. According to Blake's letter to Hayley of 22 June 1804, Flaxman had suggested that this painting should be engraved for Hayley's <i>Life of Romney</i> (Erdman pages 752-53). Blake sent Hayley the preparatory drawing with his letter of 16 July 1804 (Erdman page 753) and, in an untraced letter from Hayley, received permission to begin the engraving. Blake spent the rest of the year working sporadically on the print and keeping Hayley regularly updated on his progress. In his letter of 7 August 1804, Blake informs his patron that he is working on the engraving and in his letter of 28 September 1804 states that he will soon send Hayley a proof (Erdman pages 754-55). He makes similar statements on 23 October and 4 December, before finally sending a proof with his letter to Hayley of 18 December 1804 (Edman pages 756-58).</p><p>In addition to ""Sketch of a Shipwreck after Romney,"" Blake produced a portrait engraving of Romney for Hayley's biography. Although Blake finished (or almost finished) the plate, Hayley did not include it in the published work. A recently discovered impression is available in the Archive under Separate Prints and Prints in Series, Engraved by Blake After Designs by Other Artists.</p>",bb469.info.xml,0,,0,
"Illustrations to Milton's ""On the Morning of Christ's Nativity"", The Thomas Set",wc,1809,1809,but538.1.1.wc.100.jpg,but538.1,but538,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his <cite>Notebook</cite> (Butlin 201). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and, in 1809, the six water colors illustrating ""On the Morning of Christ's Nativity"" presented here (Butlin 538). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542). The Butts set of the ""Nativity Ode"" water colors is now in the Huntington Library and Art Gallery.</p> <p>Blake's interest in the ""Nativity Ode"" began some years before his execution of these water colors. His illuminated book, <cite>Europe a Prophecy</cite> (1794), clearly shows the influence of Milton's ode. By 1809, Blake may have taken a renewed interest in the poem because of his increasingly Christocentric theological views. His harsh criticism of classical civilization resonates with two of the ""Nativity"" designs, ""The Old Dragon"" and ""The Overthrow of Apollo and the Pagan Gods"" (Objects 3 and 4). Modern critics have been hard pressed to find Blake dissenting from Milton's own iconography and perspectives in the ode.</p> <p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite>.</p>",but538.info.xml,0,,0,
Blake's Chaucer: An Original Engraving,te,1810,1810,,bb11.a,bb11,"<p>This second and longer of the two advertisements that Blake issued for his engraving, <i>Chaucers</i><i> Canterbury Pilgrims</i>, was printed in 1810. The previous year Blake had exhibited his tempera painting, <i>Sir Jeffery Chaucer and the Nine and Twenty Pilgrims on Their Journey to Canterbury </i>(Butlin 653) along with eight other paintings and seven water colors. The first one-page prospectus, published in May 1809, the same month as the exhibition, promised that the engraving would be completed in September 1810. This second advertisement is a three-page leaflet containing the title of the work, its dimensions (""Three Feet 1 Inch long, and 1 Foot high""), and its price, ""Three Guineas,"" lowered from the four guineas listed for subscribers in the prospectus from the previous year.</p><p>The bulk of the 1810 advertisement is devoted to a description of the design, including the setting, ""early morning before sun-rise when the Jolly Company are just quitting the Tabarde Inn,"" a list of Chaucer’s characters and their location within the composition, and further details concerning the inn and surrounding landscape. Blake concludes the advertisement with the assertion that despite their names being altered by time, ""the Characters themselves for ever remain unaltered and consequently they are the Physiognomies or Leneaments of Universal Human Life beyond which Nature never steps."" The engraving was completed in October of 1810.</p>",bb11.info.xml,0,,1,
The Prologue and Characters of Chaucer's Pilgrims,comb,1812,1812,bb443.2.1.com.100.jpg,bb443.2,bb443,"<p>This edition of the ""Prologue"" to Geoffrey Chaucer's <i>Canterbury Tales</i> was published as a companion and advertisement for Blake's large engraving, ""Chaucers Canterbury Pilgrims,"" dated 1810 in the imprint. As the title page states, the book is ""intended to illustrate a particular design of Mr. William Blake, which is engraved by himself.""  The brief ""Preface"" also highlights Blake's work: ""To the genius and fancy of that celebrated Artist Mr Blake, it occurred, that tho' the names and habits of men altered by time, yet their characters remained the same; and as Chaucer had drawn them Four Hundred years past, he might as justly delineate them at the present period, and by a pleasant picture, bring to our imagination the merry company setting out upon their journey."" The ""Preface"" is not signed, but Alexander Gilchrist, in his 1863 <i>Life of William Blake</i>, suggests that the author is ""possibly"" Blake's friend, Benjamin Heath Malkin (1: 243). The comment about changing ""names and habits"" and unaltered ""characters"" echoes Blake's own statements about Chaucer's pilgrims in his <i>Descriptive Catalogue</i> of 1809. If Malkin is the author of the ""Preface,"" he very probably consulted either the <i>Descriptive Catalogue</i> or Blake himself. Chaucer's text is presented in two forms on facing pages, the original Middle English, taken from Thomas Speght's 1687 edition, and a ""modernis'd"" version published in 1741 by George Ogle.</p><p>Object 1, the frontispiece to the volume, is a reduced version of the left side of the separate plate, ""Chaucers Canterbury Pilgrims,"" extending from the Reeve (far left) to the Merchant. There are several differences in scale and details, notably in the inscriptions over the portal of ""THE TABARDE INNE,"" the windows upper left, the number and configuration of the white birds on the roof, and the Gothic architecture seen through the portal and in the background. The shafts of light in the sky do not appear in this area in the separate plate.</p><p>Object 2, a view of Canterbury Cathedral, serves as a tailpiece to the modernized text, page 58. The large Gothic window and twin towers at the left end of the building are a fair representation of the Cathedral as it presently appears; the pointed third tower to the right does not match its present construction. Although unsigned, the etching/engraving was almost certainly designed and engraved by Blake.</p>",bb443.info.xml,0,,1,
"Illustrations to Milton's ""On the Morning of Christ's Nativity"", The Butts Set",wc,c. 1815,1815.B,but542.1.1.wc.100.jpg,but542.1,but542,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his <cite>Notebook</cite> (Butlin 201; see Related Works, below). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). In 1809, Blake produced for Thomas a set of six illustrations to Milton's ""On the Morning of Christ's Nativity"" (Butlin 538). Blake repeated the same basic ""Nativity Ode"" designs, with many minor but intriguing variations, for his main patron, Thomas Butts, in about 1815 (Butlin 542). This later series is presented here. The date is based on stylistic considerations&mdash;see the Note following Composition Date on the Work Information page. When sold at auction in 1852, the water colors were accompanied by the poem, or possibly only the passages illustrated, in manuscript. This now-lost text may have been written by Blake, like the transcriptions in his hand of the passages illustrated still with his ""L'Allegro"" and ""Il Penseroso"" illustrations (Butlin 543).</p> <p>Blake's interest in the ""Nativity Ode"" began long before his execution of the Thomas set of water colors. His illuminated book, <cite>Europe a Prophecy</cite> (1794), clearly shows the influence of Milton's ode. By 1809, Blake may have taken a renewed interest in the poem because of his increasingly Christocentric theological views. His harsh criticism of classical civilization resonates with two of the ""Nativity"" designs, ""The Old Dragon"" and ""The Overthrow of Apollo and the Pagan Gods"" (Objects 3 and 4). Modern critics have been hard pressed to find Blake dissenting from Milton's own iconography and perspectives in the ode.</p> <p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite>.</p>",but542.info.xml,0,,0,
Laocoön,illbk,"c. 1815, c. 1826-27",1815,laocoon.b.p1.100.jpg,"laocoon.b,laocoon.a",laocoon,"<p>In an inscription beneath his detailed reproduction of the Laoco&ouml;n, Blake reinterprets the famous Greek sculpture as a copy of an original Hebraic work representing Jehovah and his two sons, Satan and Adam. Other inscriptions surrounding the central design set forth Blake's interrelated opinions on money, empire, morality, Christianity, and the arts. The central image of the statue may have been executed as early as c. 1815 in connection with Blake's work on illustrations for Abraham Rees, <i>The Cyclopaedia; or, Universal Dictionary of Arts, Sciences, and Literature</i>. The inscribed texts surrounding the statue were almost certainly added at a much later date, c. 1826-27. Both impressions (A and B) of the single plate, etched and engraved in intaglio, were printed in 1826 or 1827.</p>",laocoon.info.xml,0,,0,
