primary_desc_id,match_desc_id,fragment
s-inn.l.illbk.07,bb74.1.ms.14,like a mighty wind they raise to
s-inn.l.illbk.07,bb74.1.ms.14,Or like harmonious thunderings the seats of
s-inn.l.illbk.07,bb74.1.ms.14,Or like harmonious thunderings the seats of
s-inn.l.illbk.07,bb74.1.ms.14,lest you drive an angel from your door
mhh.b.illbk.25,america.a.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.i.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.b.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.b.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.a.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.e.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.f.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.m.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.f.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.o.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.m.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.e.illbk.18,flag'd with grey-brow'd snows<br>And thun
mhh.b.illbk.25,america.i.illbk.12,Now barr'd out by the Atlantic sea
mhh.b.illbk.25,america.o.illbk.18,flag'd with grey-brow'd snows<br>And thun
america.f.illbk.04,america.i.illbk.04,"Silent as despairing love, and strong as jealousy.<br>The hairy shoulders rend the links, free are the wrists of fire;<br>Round the terrific loins he siez'd the panting struggling womb;<br>It joy'd: she put aside her clouds & smiled her first-born smile;<br>As when a black cloud shews its light'nings to the silent deep,<br>Soon as she saw the terrible boy then burst the virgin cry.<br>I know thee, I have found thee, & I will not let thee go;<br>Thou art the image of God who dwells in darkness of Africa;<br>And thou art fall'n to give me life in regions of dark death.<br>On my American plains I feel the struggling afflictions<br>Endur'd by roots that writhe their arms into the nether deep"
america.f.illbk.04,america.i.illbk.04,"I see a serpent in Canada, who courts me to his love;<br>In Mexico an Eagle, and a Lion in Peru;<br>I see a Whale in the South-sea, drinking my soul away.<br>O what limb rending pains I feel, thy fire & my frost<br>Mingle in howling pains, in furrows by thy lightnings rent;<br>This is eternal death; and this the torment long foretold"
bb421.1.spb.03,bb421.1.spb.06,"London, Published as the Act directs"
bb421.1.spb.03,bb421.1.spb.18,"London, Published as the Act directs"
bb421.1.spb.03,bb421.1.spb.09,London. Published as the Act directs
bb421.1.spb.03,bb421.1.spb.21,London. Published as the Act directs
bb421.1.spb.03,bb421.1.spb.04,by Willm Blake N3 Fountain Court Strand<br>Proof
bb421.1.spb.03,bb421.1.spb.07,"London, Published as the Act directs"
bb421.1.spb.03,bb421.1.spb.12,London. Published as the Act directs
bb421.1.spb.03,bb421.1.spb.05,"London, Published as the Act directs"
bb421.1.spb.03,bb421.1.spb.16,London. Published as the Act directs
bb421.1.spb.03,bb421.1.spb.13,London. Published as the Act directs
america.a.illbk.17,america.i.illbk.17,"On Albions Angels: then the Pestilence began in streaks of red<br>Across the limbs of Albions Guardian, the spotted plague smote<br>Bristols<br>And the Leprosy Londons Spirit, sickening all their bands"
america.a.illbk.17,america.i.illbk.17,"The millions sent up a howl of anguish and threw off their ham-<br>-merd mail,<br>And cast their swords & spears to earth, & stood a naked multitude.<br>Albions Guardian writhed in torment on the eastern sky<br>Pale quivring toward the brain his glimmering eyes, teeth chattering<br>Howling & shuddering his legs quivering; convuls'd each muscle & sinew<br>Sick'ning lay Londons Guardian. and the ancient miter'd York<br>Their heads on snowy hills, their ensigns sick'ning in the sky<br>The plagues creep on the burning winds driven by flames of Orc,<br>And by the fierce Americans rushing together in the night<br>Driven o'er the Guardians of Ireland and Scotland and Wales<br>They spotted with plagues forsook the frontiers & their banners seard<br>With fires of hell, deform their ancient heavens with shame & woe"
america.a.illbk.17,america.i.illbk.17,"Hid in his caves the Bard of Albion felt the enormous plagues.<br>And a cowl of flesh grew o'er his head & scales on his back & ribs;<br>And rough with black scales all his Angels fright their ancient heavens<br>The doors of marriage are open, and the Priests in rustling scales<br>Rush into reptile coverts, hiding from the fires of Orc,<br>That play around the golden roofs in wreaths of fierce desire,<br>Leaving the females naked and glowing with the lusts of youth<br>For the female spirits of the dead pining in bonds of religion;<br>Run from their fetters reddening, & in long drawn arches sitting"
america.a.illbk.17,america.i.illbk.17,"They feel the nerves of youth renew, and desires of ancient times,<br>Over their pale limbs as a vine when the tender grape appears"
milton.a.illbk.39,milton.c.illbk.43,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.a.illbk.39,milton.c.illbk.43,Coming in a Cloud with Trumpets
milton.a.illbk.39,milton.d.illbk.44,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.a.illbk.39,milton.d.illbk.44,Coming in a Cloud with Trumpets
milton.a.illbk.39,milton.b.illbk.40,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.a.illbk.39,milton.b.illbk.40,Coming in a Cloud with Trumpets
milton.a.illbk.39,milton.a.illbk.40,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.a.illbk.39,milton.a.illbk.40,Coming in a Cloud with Trumpets
bb499.1.comeng.10,bb499.2.comeng.05,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.08,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.2.comeng.01,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.06,"s. <br>London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.2.comeng.07,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.2.comeng.03,"s. <br>London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul"
bb499.1.comeng.10,bb499.2.comeng.14,"London. Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.03,"s. <br>London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul"
bb499.1.comeng.10,bb499.2.comeng.06,"s. <br>London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.01,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.07,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.2.comeng.12,"by J. Johnson, St. Paul's Church Yard"
bb499.1.comeng.10,bb499.1.comeng.12,"by J. Johnson, St. Paul's Church Yard"
america.o.illbk.17,america.i.illbk.17,"On Albions Angels: then the Pestilence began in streaks of red<br>Across the limbs of Albions Guardian, the spotted plague smote<br>Bristols<br>And the Leprosy Londons Spirit, sickening all their bands:<br>The millions sent up a howl of anguish and threw off their ham-<br>-merd mail,<br>And cast their swords & spears to earth, & stood a naked multitude.<br>Albions Guardian writhed in torment on the eastern sky<br>Pale quivring toward the brain his glimmering eyes, teeth chattering<br>Howling & shuddering his legs quivering; convuls'd each muscle & sinew<br>Sick'ning lay Londons Guardian. and the ancient miter'd York<br>Their heads on snowy hills, their ensigns sick'ning in the sky<br>The plagues creep on the burning winds driven by flames of Orc,<br>And by the fierce Americans rushing together in the night<br>Driven o'er the Guardians of Ireland and Scotland and Wales<br>They spotted with plagues forsook the frontiers & their banners seard<br>With fires of hell, deform their ancient heavens with shame & woe"
america.o.illbk.17,america.i.illbk.17,"Hid in his caves the Bard of Albion felt the enormous plagues.<br>And a cowl of flesh grew o'er his head & scales on his back & ribs;<br>And rough with black scales all his Angels fright their ancient heavens<br>The doors of marriage are open, and the Priests in rustling scales<br>Rush into reptile coverts, hiding from the fires of Orc,<br>That play around the golden roofs in wreaths of fierce desire,<br>Leaving the females naked and glowing with the lusts of youth<br>For the female spirits of the dead pining in bonds of religion;<br>Run from their fetters reddening, & in long drawn arches sitting"
america.o.illbk.17,america.i.illbk.17,"They feel the nerves of youth renew, and desires of ancient times,<br>Over their pale limbs as a vine when the tender grape appears"
america.b.illbk.17,america.i.illbk.17,"On Albions Angels: then the Pestilence began in streaks of red<br>Across the limbs of Albions Guardian, the spotted plague smote<br>Bristols<br>And the Leprosy Londons Spirit, sickening all their bands:<br>The millions sent up a howl of anguish and threw off their ham-<br>-merd mail,<br>And cast their swords & spears to earth, & stood a naked multitude.<br>Albions Guardian writhed in torment on the eastern sky<br>Pale quivring toward the brain his glimmering eyes, teeth chattering<br>Howling & shuddering his legs quivering; convuls'd each muscle & sinew<br>Sick'ning lay Londons Guardian. and the ancient miter'd York<br>Their heads on snowy hills, their ensigns sick'ning in the sky<br>The plagues creep on the burning winds driven by flames of Orc,<br>And by the fierce Americans rushing together in the night<br>Driven o'er the Guardians of Ireland and Scotland and Wales<br>They spotted with plagues forsook the frontiers & their banners seard<br>With fires of hell, deform their ancient heavens with shame & woe"
america.b.illbk.17,america.i.illbk.17,"Hid in his caves the Bard of Albion felt the enormous plagues.<br>And a cowl of flesh grew o'er his head & scales on his back & ribs;<br>And rough with black scales all his Angels fright their ancient heavens<br>The doors of marriage are open, and the Priests in rustling scales<br>Rush into reptile coverts, hiding from the fires of Orc,<br>That play around the golden roofs in wreaths of fierce desire,<br>Leaving the females naked and glowing with the lusts of youth<br>For the female spirits of the dead pining in bonds of religion;<br>Run from their fetters reddening, & in long drawn arches sitting"
america.b.illbk.17,america.i.illbk.17,"They feel the nerves of youth renew, and desires of ancient times"
america.b.illbk.17,america.i.illbk.17,Over their pale limbs as a vine when the tender grape appears
bb421.1.spb.02,bb421.1.spb.06,Published as the Act directs March 8: 1825. by Will
bb421.1.spb.02,bb421.1.spb.06,m Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.18,Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.18,by William Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.08,by William Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.20,London Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.20,Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.21,"Published as the Act directs March 8: 1825, by William Blake N"
bb421.1.spb.02,bb421.1.spb.04,London Published as the Act directs March 8
bb421.1.spb.02,bb421.1.spb.07,Published as the Act directs March 8: 1825. by Will
bb421.1.spb.02,bb421.1.spb.07,m Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.12,Published as the Act directs March 8: 1825. by William Blake N
bb421.1.spb.02,bb421.1.spb.23,London Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.15,London Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.15,William Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.19,London Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.19,by William Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.22,Published as the Act directs March 8: 1825
bb421.1.spb.02,bb421.1.spb.22,by William Blake No3 Fountain Court Strand
bb421.1.spb.02,bb421.1.spb.01,ILLUSTRATIONS<br>OF THE<br>Book of Job
bb421.1.spb.02,bb448.1.spb.01,Illustrations of<br>the Book of Job
bb435.1.comdes.02,bb435.1.comdes.04,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.09,8.<br>Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.07,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.07,"London, Published May 1. 1808, by"
bb435.1.comdes.02,bb435.1.comdes.10,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.12,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.03,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.11,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.08,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.13,Drawn by W. Blake.<br>Etched by L. Schiavonetti
bb435.1.comdes.02,bb435.1.comdes.05,Drawn by W. Blake.<br>Etched by L. Schiavonetti
songsie.l.illbk.42,bb126.1.ms.21,Then what have I to do with thee
songsie.l.illbk.42,bb126.1.ms.21,Then what have I to do with thee
lt27jan1827.1.ltr.01,lt19may1826.1.ltr.01,6 Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt1aug1826.1.ltr.01,Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt7june1825.1.ltr.01,Mr Linnell<br>6 Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt10november1825.1.ltr.01,Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt3july1827.1.ltr.01,Mr Linnell<br>6 Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt16july1826.1.ltr.01,Cirencester Place<br>FitzRoy Square
lt27jan1827.1.ltr.01,lt31jan1826.1.ltr.01,6 Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt15march1827.1.ltr.01,Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt29july1826.1.ltr.01,Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt1827.1.ltr.01,Cirencester Place<br>Fitzroy Square
lt27jan1827.1.ltr.01,lt25april1827.1.ltr.01,Mr Linnell<br>6 Cirencester Place<br>Fitzroy Square
bb499.2.comeng.02,bb499.2.comeng.09,"by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.2.comeng.16,"London, Published Dec.r 1.st 1792, by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.2.comeng.04,"by J. Johnson, St. Pauls Church Yard. <br>1"
bb499.2.comeng.02,bb499.2.comeng.13,"st 1792, by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.1.comeng.13,"st 1792, by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.1.comeng.11,"by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.2.comeng.11,"by J. Johnson, St. Pauls Church Yard"
bb499.2.comeng.02,bb499.2.comeng.03,"by J. Johnson, St. Pauls Church Yard. <br>1"
bb499.2.comeng.02,bb499.1.comeng.04,"by J. Johnson, St. Pauls Church Yard. <br>1"
bb499.2.comeng.02,bb499.1.comeng.03,"by J. Johnson, St. Pauls Church Yard. <br>1"
bb499.2.comeng.02,bb499.1.comeng.16,"London, Published Dec.r 1.st 1792, by J. Johnson, St. Pauls Church Yard"
jerusalem.e.illbk.68,jerusalem.e.illbk.80,in tender nerves across Europe
jerusalem.e.illbk.18,milton.b.illbk.37,within<br>Beyond the outline of Identity
jerusalem.e.illbk.18,milton.d.illbk.41,within<br>Beyond the outline of Identity
jerusalem.e.illbk.18,milton.c.illbk.40,within<br>Beyond the outline of Identity
jerusalem.e.illbk.18,milton.a.illbk.37,within<br>Beyond the outline of Identity
urizen.c.illbk.10,urizen.d.illbk.12,"Age passed over,<br>And a state of dismal woe"
urizen.c.illbk.10,urizen.d.illbk.12,Age passed over;<br>And a state of dismal woe
urizen.c.illbk.10,urizen.f.illbk.13,Age passed over.<br>And a state of dismal woe
urizen.c.illbk.10,urizen.f.illbk.13,Age passed over;<br>And a state of dismal woe
urizen.c.illbk.10,urizen.f.illbk.13,Age passed over;<br>And a state of dismal woe
urizen.c.illbk.10,urizen.c.illbk.11,Age passed over;<br>And a state of dismal woe
urizen.c.illbk.10,urizen.c.illbk.11,Age passed over;<br>And a state of dismal woe
urizen.c.illbk.10,milton.c.illbk.03,Down sunk with fright a red round Globe hot burning
urizen.c.illbk.10,milton.c.illbk.03,From beneath his Orbs of Vision
urizen.c.illbk.10,milton.d.illbk.03,Down sunk with fright a red round Globe hot burning
urizen.c.illbk.10,milton.d.illbk.03,From beneath his Orbs of Vision
america.i.illbk.02,america.f.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake in the year 1793
america.i.illbk.02,europe.g.illbk.02,a<br>PROPHECY<br>LAMBETH<br>Printed by Will
america.i.illbk.02,america.e.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake in the year 1793
america.i.illbk.02,america.a.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake in the year 1793
america.i.illbk.02,europe.h.illbk.02,a<br>PROPHECY<br>LAMBETH<br>Printed by Will
america.i.illbk.02,europe.e.illbk.02,a<br>PROPHECY<br>LAMBETH<br>Printed by Will
america.i.illbk.02,america.o.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake
america.i.illbk.02,america.m.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake in the year 1793
america.i.illbk.02,america.b.illbk.02,AMERICA<br>a<br>PROPHECY<br>LAMBETH<br>Printed by William Blake in the year 1793
milton.b.illbk.40,milton.b.illbk.34,In Chasms of the Mundane Shell
milton.b.illbk.40,milton.a.illbk.03,The Eternal Great Humanity Divine
milton.b.illbk.40,milton.d.illbk.43,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.b.illbk.40,milton.d.illbk.43,Coming in a cloud with trumpets
milton.b.illbk.40,milton.c.illbk.02,The Eternal Great Humanity Divine
milton.b.illbk.40,milton.a.illbk.39,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.b.illbk.40,milton.a.illbk.39,Coming in a cloud with trumpets
milton.b.illbk.40,milton.d.illbk.38,In Chasms of the Mundane Shell
milton.b.illbk.40,milton.b.illbk.39,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.b.illbk.40,milton.b.illbk.39,Coming in a cloud with trumpets
milton.b.illbk.40,milton.c.illbk.37,In Chasms of the Mundane Shell
milton.b.illbk.40,milton.d.illbk.02,The Eternal Great Humanity Divine
milton.b.illbk.40,milton.a.illbk.34,In Chasms of the Mundane Shell
milton.b.illbk.40,milton.c.illbk.42,"Loud Satan thunderd, loud & dark upon mild Felpham"
milton.b.illbk.40,milton.c.illbk.42,Coming in a cloud with trumpets
milton.b.illbk.44,jerusalem.e.illbk.46,Four in whom the twenty-four appear
gates-child.d.illbk.02,bb468.1.comeng.01,J. Johnson St. Pauls Church Yard
jerusalem.e.illbk.48,jerusalem.e.illbk.40,where the Dead wail night & day
jerusalem.e.illbk.48,milton.b.illbk.30,There is a place where Contrarieties are equally True
jerusalem.e.illbk.48,milton.b.illbk.30,descended<br>With solemn mourning
jerusalem.e.illbk.48,milton.d.illbk.33,There is a place where Contrarieties are equally True
jerusalem.e.illbk.48,milton.d.illbk.33,descended<br>With solemn mourning
jerusalem.e.illbk.48,milton.a.illbk.30,There is a place where Contrarieties are equally True
jerusalem.e.illbk.48,milton.a.illbk.30,descended<br>With solemn mourning
jerusalem.e.illbk.48,jerusalem.e.illbk.83,eight thousand and five hundred years
jerusalem.e.illbk.48,milton.c.illbk.32,There is a place where Contrarieties are equally True
jerusalem.e.illbk.48,milton.c.illbk.32,descended<br>With solemn mourning
jerusalem.e.illbk.48,jerusalem.e.illbk.12,saw the finger of God go forth<br>Upon
jerusalem.e.illbk.48,jerusalem.e.illbk.50,Erin spoke to the Daughters of Beulah
jerusalem.e.illbk.56,jerusalem.e.illbk.34,What may Man be? who can tell! but what may Woman be?<br>To have power over Man from Cradle to corruptible Grave
bb514.2.comb.06,bb514.2.comb.03,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.3.comb.04,"Published by J. Johnson, Septr. 1. 1791"
bb514.2.comb.06,bb514.3.comb.02,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.2.comb.02,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.2.comb.04,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.3.comb.06,"Œconomy & Self-denial are necessary, in<br>every station, to enable us to be generous.<br>Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.3.comb.05,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.3.comb.03,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.06,bb514.2.comb.05,"Published by J. Johnson, Septr. 1, 1791"
america.o.illbk.16,europe.g.illbk.14,heard the voice of Albions Angel
america.o.illbk.16,europe.k.illbk.15,heard the voice of Albions Angel
america.o.illbk.16,europe.a.illbk.14,heard the voice of Albions Angel
america.o.illbk.16,europe.d.illbk.14,heard the voice of Albions Angel
america.o.illbk.16,europe.b.illbk.14,heard the voice of Albions Angel
america.o.illbk.16,europe.e.illbk.14,heard the voice of Albions Angel
america.o.illbk.16,europe.h.illbk.15,heard the voice of Albions Angel
america.o.illbk.16,america.i.illbk.16,In the flames stood & view'd the armies drawn out in the sky<br>Washington Franklin Paine & Warren Allen Gates & Lee:<br>And heard the voice of Albions Angel give the thunderous command
america.o.illbk.16,america.i.illbk.16,"His plagues obedient to his voice flew forth out of their clouds<br>Falling upon America, as a storm to cut them off<br>As a blight cuts the tender corn when it begins to appear.<br>Dark is the heaven above, & cold & hard the earth beneath;<br>And as a plague wind fill'd with insects cuts off man & beast;<br>And as a sea o'erwhelms a land in the day of an earthquake;<br>Fury! rage! madness! in a wind swept through America<br>And the red flames of Orc that folded roaring fierce around<br>The angry shores, and the fierce rushing of th' inhabitants together;<br>The citizens of New-York close their books & lock their chests;<br>The mariners of Boston drop their anchors and unlade;<br>The scribe of Pensylvania casts his pen upon the earth;<br>The builder of Virginia throws his hammer down in fear.<br>Then had America been lost, o'erwhelm'd by the Atlantic,<br>And Earth had lost another portion of the infinite,<br>But all rush together in the night in wrath and raging fire<br>The red fires rag'd! the plagues recoil'd! then rolld they back <br>with fury"
milton.b.illbk.18,milton.d.illbk.25,an old Prophecy in Eden recorded
milton.b.illbk.18,milton.d.illbk.25,That Milton of the land of Albion
milton.b.illbk.18,milton.a.illbk.12,The Seven Angels of the Presence
milton.b.illbk.18,milton.c.illbk.24,an old Prophecy in Eden recorded
milton.b.illbk.18,milton.c.illbk.24,That Milton of the land of Albion
milton.b.illbk.18,milton.b.illbk.14,the Seven Angels of the Presence
milton.b.illbk.18,milton.a.illbk.14,the Seven Angels of the Presence
milton.b.illbk.18,jerusalem.e.illbk.53,is the Spiritual Fourfold<br>London
milton.b.illbk.18,milton.d.illbk.17,the Seven Angels of the Presence
milton.b.illbk.18,milton.b.illbk.22,an old Prophecy in Eden recorded
milton.b.illbk.18,milton.b.illbk.22,That Milton of the land of Albion
milton.b.illbk.18,milton.c.illbk.35,the Seven Angels of the Presence
milton.b.illbk.18,milton.d.illbk.15,The Seven Angels of the Presence
milton.b.illbk.18,milton.b.illbk.12,The Seven Angels of the Presence
milton.b.illbk.18,milton.c.illbk.14,The Seven Angels of the Presence
milton.b.illbk.18,milton.a.illbk.22,an old Prophecy in Eden recorded
milton.b.illbk.18,milton.a.illbk.22,That Milton of the land of Albion
milton.b.illbk.18,milton.c.illbk.16,the Seven Angels of the Presence
milton.b.illbk.18,milton.d.illbk.35,the Seven Angels of the Presence
america.i.illbk.14,america.m.illbk.14,"So cried he, rending off his robe & throwing down his scepter.<br>In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America. indignant they descended<br>Headlong from out their heav'nly heights. descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night"
america.i.illbk.14,america.m.illbk.14,"Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror <br>Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South"
america.i.illbk.14,america.o.illbk.14,"So cried he, rending off his robe & throwing down his scepter.<br>In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America, indignant they descended<br>Headlong from out their heav'nly heights, descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night<br>Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror"
america.i.illbk.14,america.o.illbk.14,Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South
america.i.illbk.14,america.b.illbk.14,"So cried he, rending off his robe & throwing down his scepter.<br>In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America. indignant they descended<br>Headlong from out their heav'nly heights, descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night<br>Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror <br>Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South"
america.i.illbk.14,america.e.illbk.14,"So cried he, rending off his robe & throwing down his scepter.<br>In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America. indignant they descended<br>Headlong from out their heav'nly heights, descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night<br>Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror <br>Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South"
america.i.illbk.14,america.a.illbk.14,"So cried he, rending off his robe & throwing down his scepter"
america.i.illbk.14,america.a.illbk.14,"In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America, indignant they descended<br>Headlong from out their heav'nly heights, descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night<br>Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror"
america.i.illbk.14,america.a.illbk.14,Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South
america.i.illbk.14,america.f.illbk.14,"So cried he, rending off his robe & throwing down his scepter.<br>In sight of Albions Guardian, and all the thirteen Angels<br>Rent off their robes to the hungry wind, & threw their golden scep-<br>-ters<br>Down on the land of America. indignant they descended<br>Headlong from out their heav'nly heights, descending swift as <br>fires<br>Over the land; naked & flaming are their lineaments seen<br>In the deep gloom, by Washington & Paine & Warren they stood<br>And the flame folded roaring fierce within the pitchy night<br>Before the Demon red, who burnt towards America,<br>In black smoke thunders and loud winds rejoicing in its <br>terror <br>Breaking in smoky wreaths from the wild deep. & gath'ring thick<br>In flames as of a furnace on the land from North to South"
gates-sexes.d.illbk.05,gates-child.d.illbk.10,Publishd by WBlake 17 May 1793
gates-sexes.d.illbk.05,gates-child.d.illbk.01,Publishd by WBlake 17 May 1793
gates-sexes.d.illbk.05,gates-child.d.illbk.04,Publishd by WBlake 17 May 1793
